KEY_TABLE                                                                         INDEX_NAME                                                                        TOUCHES  READS    READ_PCT  N_DIRTY  N_BUFFERS
UDDI.DBA.DISCOVERY_URL                                                            DISCOVERY_URLS_PARENT                                                             0        0        0        0        0
UDDI.DBA.DISCOVERY_URL                                                            DISCOVERY_URL                                                                     0        0        0        0        0
UDDI.DBA.EMAIL                                                                    IN_EMPARENT                                                                       0        0        0        0        0
UDDI.DBA.EMAIL                                                                    EMAIL                                                                             0        0        0        0        0
UDDI.DBA.IDENTIFIER_BAG                                                           IB_PARENT                                                                         0        0        0        0        0
UDDI.DBA.IDENTIFIER_BAG                                                           IDENTIFIER_BAG                                                                    0        0        0        0        0
UDDI.DBA.INSTANCE_DETAIL                                                          IN_IDPARENT                                                                       0        0        0        0        0
UDDI.DBA.INSTANCE_DETAIL                                                          INSTANCE_DETAIL                                                                   0        0        0        0        0
UDDI.DBA.OVERVIEW_DOC                                                             PARENT_OVERVIEW_DOC                                                               0        0        0        0        0
UDDI.DBA.OVERVIEW_DOC                                                             OVERVIEW_DOC                                                                      0        0        0        0        0
UDDI.DBA.PHONE                                                                    IN_PHPARENT                                                                       0        0        0        0        0
UDDI.DBA.PHONE                                                                    PHONE                                                                             0        0        0        0        0
UDDI.DBA.TMODEL                                                                   TMODEL                                                                            0        0        0        0        0
VAD.DBA.VAD_HELP                                                                  VAD_HELP                                                                          46       1        2        0        1
VAD.DBA.VAD_REGISTRY                                                              VAD_REGISTRY                                                                      187      8        4        0        8
VAD.DBA.VAD_REGISTRY                                                              VAD_REGISTRY_CHDIR                                                                814      3        0        0        3
VAD.DBA.VAD_REGISTRY                                                              VAD_REGISTRY_KEY                                                                  737      4        0        0        4
WS.WS.AUDIT_LOG                                                                   AUDIT_LOG                                                                         0        0        0        0        0
WS.WS.DYNA_RES                                                                    DYNA_RES_DELETE_DT                                                                0        0        0        0        0
WS.WS.DYNA_RES                                                                    DYNA_RES_DETCOL_NAME                                                              0        0        0        0        0
WS.WS.DYNA_RES                                                                    DYNA_RES_REFRESH_DT                                                               0        0        0        0        0
WS.WS.DYNA_RES                                                                    DYNA_RES                                                                          0        0        0        0        0
WS.WS.HOSTFS_COL                                                                  HOSTFS_COL_FULL_PATH                                                              0        0        0        0        0
WS.WS.HOSTFS_COL                                                                  HOSTFS_COL_NEXT_SCAN_TIME                                                         0        0        0        0        0
WS.WS.HOSTFS_COL                                                                  HOSTFS_COL_PARENT_ID                                                              0        0        0        0        0
WS.WS.HOSTFS_COL                                                                  HOSTFS_COL                                                                        0        0        0        0        0
WS.WS.HOSTFS_RDF_INVERSE                                                          HOSTFS_RDF_INVERSE                                                                0        0        0        0        0
WS.WS.HOSTFS_RES                                                                  HOSTFS_RES_COL                                                                    0        0        0        0        0
WS.WS.HOSTFS_RES                                                                  HOSTFS_RES_NEXT_SCAN_TIME                                                         0        0        0        0        0
WS.WS.HOSTFS_RES                                                                  HOSTFS_RES                                                                        0        0        0        0        0
WS.WS.HOSTFS_RES_CACHE                                                            HOSTFS_RES_CACHE_TOPCOL_ID                                                        0        0        0        0        0
WS.WS.HOSTFS_RES_CACHE                                                            HOSTFS_RES_CACHE                                                                  0        0        0        0        0
WS.WS.HOSTFS_RES_CACHE_RESC_DATA_WORDS                                            HOSTFS_RES_CACHE_RESC_DATA_WORDS                                                  0        0        0        0        0
WS.WS.HOSTFS_RES_META                                                             HOSTFS_RES_META_TOPCOL_ID                                                         0        0        0        0        0
WS.WS.HOSTFS_RES_META                                                             HOSTFS_RES_META                                                                   0        0        0        0        0
WS.WS.HOSTFS_RES_META_RESM_DATA_WORDS                                             HOSTFS_RES_META_RESM_DATA_WORDS                                                   0        0        0        0        0
WS.WS.HTTP_HOST_META                                                              HTTP_HOST_META                                                                    0        0        0        0        0
WS.WS.HTTP_SES_TRAP_DISABLE                                                       HTTP_SES_TRAP_DISABLE                                                             0        0        0        0        0
WS.WS.RPLOG_SYS_DAV_RES                                                           RPLOG_SYS_DAV_RES                                                                 0        0        0        0        0
WS.WS.SESSION                                                                     SESSION                                                                           0        0        0        0        0
WS.WS.SYS_CACHEABLE                                                               SYS_CACHEABLE                                                                     0        1        100      0        1
WS.WS.SYS_DAV_ACL_GRANTS                                                          SYS_DAV_ACL_GRANTS                                                                0        0        0        0        0
WS.WS.SYS_DAV_ACL_INVERSE                                                         SYS_DAV_ACL_INVERSE                                                               0        1        100      0        1
WS.WS.SYS_DAV_ACTIVITY                                                            SYS_DAV_ACTIVITY                                                                  0        0        0        0        0
WS.WS.SYS_DAV_BASELINE                                                            SYS_DAV_BASELINE                                                                  0        0        0        0        0
WS.WS.SYS_DAV_BASELINE                                                            WS_WS_SYS_DAV_BASELINE_UNQC_BL_CONFO_ID                                           0        0        0        0        0
WS.WS.SYS_DAV_BASELINE                                                            WS_WS_SYS_DAV_BASELINE_UNQC_BL_ID                                                 0        0        0        0        0
WS.WS.SYS_DAV_BASELINE_RES                                                        SYS_DAV_BASELINE_RES                                                              0        0        0        0        0
WS.WS.SYS_DAV_CATFILTER                                                           SYS_DAV_CATFILTER_SEARCH_PATH                                                     0        0        0        0        0
WS.WS.SYS_DAV_CATFILTER                                                           SYS_DAV_CATFILTER                                                                 0        1        100      0        1
WS.WS.SYS_DAV_CATFILTER_DETS                                                      SYS_DAV_CATFILTER_DETS                                                            0        1        100      0        1
WS.WS.SYS_DAV_COL                                                                 SYS_DAV_COL_ID                                                                    0        0        0        0        0
WS.WS.SYS_DAV_COL                                                                 SYS_DAV_COL_IID                                                                   0        0        0        0        0
WS.WS.SYS_DAV_COL                                                                 SYS_DAV_COL_PARENT_ID                                                             0        0        0        0        0
WS.WS.SYS_DAV_COL                                                                 SYS_DAV_COL                                                                       0        1        100      0        1
WS.WS.SYS_DAV_CONFOBJ                                                             SYS_DAV_CONFOBJ                                                                   0        0        0        0        0
WS.WS.SYS_DAV_GROUP                                                               SYS_DAV_GROUP                                                                     0        0        0        0        0
WS.WS.SYS_DAV_LOCK                                                                SYS_DAV_LOCKTOKEN                                                                 0        1        100      0        1
WS.WS.SYS_DAV_LOCK                                                                SYS_DAV_LOCK                                                                      0        1        100      0        1
WS.WS.SYS_DAV_PROP                                                                SYS_DAV_PROP_ID                                                                   4        1        20       0        1
WS.WS.SYS_DAV_PROP                                                                SYS_DAV_PROP                                                                      0        1        100      0        1
WS.WS.SYS_DAV_PROP_PROP_VALUE_WORDS                                               SYS_DAV_PROP_PROP_VALUE_WORDS                                                     0        0        0        0        0
WS.WS.SYS_DAV_QUEUE                                                               SYS_DAV_QUEUE                                                                     0        0        0        0        0
WS.WS.SYS_DAV_QUEUE_LCK                                                           SYS_DAV_QUEUE_LCK                                                                 1        1        50       0        1
WS.WS.SYS_DAV_RDF_INVERSE                                                         SYS_DAV_RDF_INVERSE                                                               0        0        0        0        0
WS.WS.SYS_DAV_RES                                                                 SYS_DAV_RES_COL                                                                   0        4        400      0        4
WS.WS.SYS_DAV_RES                                                                 SYS_DAV_RES_FULL_PATH                                                             0        4        400      0        4
WS.WS.SYS_DAV_RES                                                                 SYS_DAV_RES_IID                                                                   0        1        100      0        1
WS.WS.SYS_DAV_RES                                                                 SYS_DAV_RES                                                                       0        87       8700     0        87
WS.WS.SYS_DAV_RES_DIFF                                                            SYS_DAV_RES_DIFF                                                                  0        1        100      0        1
WS.WS.SYS_DAV_RES_MERGE                                                           SYS_DAV_RES_MERGE                                                                 0        0        0        0        0
WS.WS.SYS_DAV_RES_RES_CONTENT_HIT                                                 SYS_DAV_RES_RES_CONTENT_HIT                                                       0        1        100      0        1
WS.WS.SYS_DAV_RES_RES_CONTENT_QUERY                                               SYS_DAV_RES_RES_CONTENT_QUERY                                                     0        0        0        0        0
WS.WS.SYS_DAV_RES_RES_CONTENT_USER                                                SYS_DAV_RES_RES_CONTENT_USER                                                      0        0        0        0        0
WS.WS.SYS_DAV_RES_RES_CONTENT_WORDS                                               SYS_DAV_RES_RES_CONTENT_WORDS                                                     0        0        0        0        0
WS.WS.SYS_DAV_RES_TYPES                                                           SYS_DAV_RES_TYPES                                                                 891      5        0        0        5
WS.WS.SYS_DAV_RES_VERSION                                                         SYS_DAV_RES_VERSION                                                               0        1        100      0        1
WS.WS.SYS_DAV_SPACE_QUOTA                                                         SYS_DAV_SPACE_QUOTA_U_ID                                                          0        0        0        0        0
WS.WS.SYS_DAV_SPACE_QUOTA                                                         SYS_DAV_SPACE_QUOTA                                                               0        0        0        0        0
WS.WS.SYS_DAV_TAG                                                                 SYS_DAV_TAG_FT_ID                                                                 0        1        100      0        1
WS.WS.SYS_DAV_TAG                                                                 SYS_DAV_TAG_U_ID                                                                  0        1        100      0        1
WS.WS.SYS_DAV_TAG                                                                 SYS_DAV_TAG                                                                       0        1        100      0        1
WS.WS.SYS_DAV_TAG_DT_TAGS_WORDS                                                   SYS_DAV_TAG_DT_TAGS_WORDS                                                         0        0        0        0        0
WS.WS.SYS_DAV_USER                                                                SYS_DAV_USER                                                                      0        1        100      0        1
WS.WS.SYS_DAV_USER_GROUP                                                          SYS_DAV_USER_GROUP                                                                0        0        0        0        0
WS.WS.SYS_DAV_WORKSPACE                                                           SYS_DAV_WORKSPACE                                                                 0        0        0        0        0
WS.WS.SYS_MIME_RDFS                                                               SYS_MIME_RDFS                                                                     0        0        0        0        0
WS.WS.SYS_MIME_TYPES                                                              SYS_MIME_TYPES                                                                    0        0        0        0        0
WS.WS.SYS_RC_CACHE                                                                RC_IN                                                                             0        1        100      0        1
WS.WS.SYS_RC_CACHE                                                                SYS_RC_CACHE                                                                      0        1        100      0        1
WS.WS.SYS_RDF_PROP_NAME                                                           SYS_RDF_PROP_NAME_CATID                                                           0        0        0        0        0
WS.WS.SYS_RDF_PROP_NAME                                                           SYS_RDF_PROP_NAME                                                                 0        0        0        0        0
WS.WS.SYS_RDF_SCHEMAS                                                             SYS_RDF_SCHEMAS_CATNAME                                                           0        0        0        0        0
WS.WS.SYS_RDF_SCHEMAS                                                             SYS_RDF_SCHEMAS                                                                   0        0        0        0        0
WS.WS.URIQA_HANDLER                                                               URIQA_HANDLER_ORDER_NAME                                                          0        1        100      0        1
WS.WS.URIQA_HANDLER                                                               URIQA_HANDLER                                                                     0        1        100      0        1
WS.WS.URIQA_HANDLER                                                               WS_WS_URIQA_HANDLER_UNQC_UH_NAME                                                  0        1        100      0        1
WS.WS.VFS_QUEUE                                                                   VQ_HOST_ROOT                                                                      0        0        0        0        0
WS.WS.VFS_QUEUE                                                                   VQ_HOST_TIME                                                                      0        0        0        0        0
WS.WS.VFS_QUEUE                                                                   VQ_ORIGIN                                                                         0        0        0        0        0
WS.WS.VFS_QUEUE                                                                   VQ_TS                                                                             0        0        0        0        0
WS.WS.VFS_QUEUE                                                                   VFS_QUEUE                                                                         0        0        0        0        0
WS.WS.VFS_SITE                                                                    VS_HOST_ROOT                                                                      0        1        100      0        1
WS.WS.VFS_SITE                                                                    VFS_SITE                                                                          0        1        100      0        1
WS.WS.VFS_SITE_RDF_MAP                                                            VFS_SITE_RDF_MAP                                                                  0        0        0        0        0
WS.WS.VFS_URL                                                                     VFS_URL_RES_ID                                                                    0        0        0        0        0
WS.WS.VFS_URL                                                                     VU_HOST_ROOT                                                                      0        0        0        0        0
WS.WS.VFS_URL                                                                     VFS_URL                                                                           0        1        100      0        1
WS.WS.VTLOG_WS_WS_HOSTFS_RES_CACHE                                                VTLOG_WS_WS_HOSTFS_RES_CACHE                                                      0        1        100      0        1
WS.WS.VTLOG_WS_WS_HOSTFS_RES_META                                                 VTLOG_WS_WS_HOSTFS_RES_META                                                       0        1        100      0        1
WS.WS.VTLOG_WS_WS_SYS_DAV_PROP                                                    VTLOG_WS_WS_SYS_DAV_PROP                                                          0        1        100      0        1
WS.WS.VTLOG_WS_WS_SYS_DAV_RES                                                     VTLOG_WS_WS_SYS_DAV_RES                                                           0        1        100      0        1
WS.WS.VTLOG_WS_WS_SYS_DAV_TAG                                                     VTLOG_WS_WS_SYS_DAV_TAG                                                           0        1        100      0        1
_2PC.DBA.TRANSACTIONS                                                             TRANSACTIONS                                                                      0        0        0        0        0
